modelName,perfTime
None,0.547690384977443
Anteroinferior,0.547592319902421
Anterosuperior,0.547523741105869
Posteroinferior,0.548808250315568
Posterosuperior,0.547547338959336
TotalAnterior,0.546981936418858
TotalInferior,0.548848309859717
TotalPosterior,0.547969331734992
TotalSuperior,0.548129139113909
