modelName,perfTime
None,0.673518950448637
Anteroinferior,0.621636667876783
Anterosuperior,0.671686760498259
Posteroinferior,0.634815377813873
Posterosuperior,0.641794686536412
TotalAnterior,0.621266502977384
TotalInferior,0.644566143921183
TotalPosterior,0.629460407677835
TotalSuperior,0.674317940399108
