Var1,costAll
Anteroinferior,18.935925795995
Anterosuperior,-0.298007181145749
Posteroinferior,1.50503842360175
Posterosuperior,3.03018725369446
TotalAnterior,14.7121691541848
TotalInferior,30.0688031503213
TotalPosterior,16.717428332731
TotalSuperior,0.110295608901055
