Var1,costAll
Anteroinferior,15.7204920040432
Anterosuperior,9.43171900287354
Posteroinferior,10.3108597799981
Posterosuperior,3.35207449476178
TotalAnterior,19.7383349084624
TotalInferior,20.1449949145941
TotalPosterior,18.0299961832866
TotalSuperior,11.4545309660855
